"header","class","mechanism","group","NPB_F18_1_E6_S66","NPB_F15_2_B2_S76","NPB_F12_2_F9_S40","NPB_F7_9_A12_S34","NPB_F13_6_F11_S56","NPB_F1_9_A3_S9","NPB_F13_3_C11_S53","NPB_F17_12_D6_S65","NPB_F13_8_H11_S58","NPB_F9_6_F5_S8","NPB_F15_6_F2_S80","NPB_F10_11_G7_S25","NPB_F18_4_H6_S69","NPB_F12_7_C10_S45","NPB_F14_8_D1_S70","NPB_F7_2_B11_S27","NPB_F2_12_H4_S24","NPB_F6_3_G9_S16","NPB_F9_10_B6_S12","NPB_F11_2_B8_S28","NPB_F13_4_D11_S54","NPB_F18_6_B7_S71","NPB_F2_6_B4_S18","NPB_F14_4_H12_S66","NPB_F2_11_G4_S23","NPB_F1_2_B2_S2","NPB_F14_10_F1_S72","NPB_F17_3_C5_S56","NPB_F7_11_C12_S36","NPB_F16_7_C4_S48","NPB_F9_2_B5_S4","NPB_F12_6_B10_S44","NPB_F5_3_C8_S4","NPB_F13_1_A11_S51","NPB_F6_11_G10_S24","NPB_F8_2_F12_S39","NPB_F16_3_G3_S89","NPB_F9_5_E5_S7","NPB_F15_8_H2_S82","NPB_F15_12_D3_S86","NPB_F6_7_C10_S20","NPB_F11_8_H8_S34","NPB_F4_7_C7_S43","NPB_F17_7_G5_S60","NPB_F14_6_B1_S68","NPB_F8_5_A4_S42","NPB_F13_12_D12_S62","NPB_F16_12_H4_S53","NPB_F8_10_F4_S47","NPB_F1_7_G2_S7","NPB_F9_7_G5_S9","NPB_F16_4_H3_S90","NPB_F8_11_G4_S1","NPB_F7_4_D11_S29","NPB_F12_12_H10_S50","NPB_F13_7_G11_S57","NPB_F17_2_B5_S55","NPB_F15_10_B3_S84","NPB_F12_10_F10_S48","NPB_F3_10_B6_S34","NPB_F2_4_H3_S16","NPB_F13_2_B11_S52","NPB_F14_3_G12_S65","NPB_F10_6_B7_S20","NPB_F2_9_E4_S21","NPB_F1_12_D3_S12","NPB_F16_5_A4_S91","NPB_F5_1_A8_S2","NPB_F15_5_E2_S79","NPB_F8_12_H4_S2","NPB_F8_6_B4_S43","NPB_F9_12_D6_S14","NPB_F15_11_C3_S85","NPB_F5_2_B8_S3","NPB_F10_3_G6_S17","NPB_F3_8_H5_S32","NPB_F4_11_G7_S47","NPB_F8_8_D4_S45","NPB_F8_3_G12_S40","NPB_F10_7_C7_S21","NPB_F5_10_B9_S11","NPB_F13_11_C12_S61","NPB_F5_9_A9_S10","NPB_F2_1_E3_S13","NPB_F4_2_F6_S38","NPB_F9_11_C6_S13","NPB_F5_4_D8_S5","NPB_F4_6_B7_S42","NPB_F8_1_E12_S38","NPB_F6_9_E10_S22","NPB_F11_1_A8_S27","NPB_F6_2_F9_S15","NPB_F3_1_A5_S25","NPB_F6_6_B10_S19","NPB_F4_12_H7_S1","NPB_F17_1_A5_S54","NPB_F1_3_C2_S3","NPB_F10_10_F7_S24","NPB_F12_4_H9_S42","NPB_F13_9_A12_S59","NPB_F12_8_D10_S46","NPB_F3_5_E5_S29","NPB_F17_10_B6_S63","NPB_F1_8_H2_S8","NPB_F2_8_D4_S20","NPB_F15_4_D2_S78","NPB_F1_4_D2_S4","NPB_F11_10_B9_S36","NPB_F6_12_H10_S25","NPB_F15_1_A2_S75","NPB_F2_7_C4_S19","NPB_F14_2_F12_S64","NPB_F2_10_F4_S22","NPB_F8_7_C4_S44","NPB_F1_10_B3_S10","NPB_F4_1_E6_S37","NPB_F17_9_A6_S62","NPB_F4_3_G6_S39","NPB_F16_6_B4_S92","NPB_F3_2_B5_S26","NPB_F18_9_E7_S74","NPB_F14_12_H1_S74","NPB_F11_12_D9_S38","NPB_F15_3_C2_S77","NPB_F10_9_E7_S23","NPB_F11_5_E8_S31","NPB_F13_5_E11_S55","NPB_F3_7_G5_S31","NPB_F18_11_G7_S76","NPB_F6_5_A10_S18","NPB_F17_11_C6_S64","NPB_F14_9_E1_S71","NPB_F15_7_G2_S81","NPB_F3_4_D5_S28","NPB_F12_1_E9_S39","NPB_F10_8_D7_S22","NPB_F12_11_G10_S49","NPB_F16_10_F4_S51","NPB_F16_2_F3_S88","NPB_F7_10_B12_S35","NPB_F7_1_A11_S26","NPB_F11_4_D8_S30","NPB_F9_1_A5_S3","NPB_F11_6_F8_S32","NPB_F2_3_G3_S15","NPB_F14_5_A1_S67","NPB_F6_10_F10_S23","NPB_F4_5_A7_S41","NPB_F18_7_C7_S72","NPB_F1_5_E2_S5","NPB_F18_8_D7_S73","NPB_F3_11_C6_S35","NPB_F1_1_A2_S1","NPB_F10_12_H7_S26","NPB_F7_6_F11_S31","NPB_F17_4_D5_S57","NPB_F14_1_E12_S63","NPB_F5_6_F8_S7","NPB_F11_11_C9_S37","NPB_F3_6_F5_S30","NPB_F14_11_G1_S73","NPB_F4_8_D7_S44","NPB_F10_1_E6_S15","NPB_F2_2_F3_S14","NPB_F17_8_H5_S61","NPB_F16_8_D4_S49","NPB_F12_5_A10_S43","NPB_F7_7_G11_S32","NPB_F11_9_A9_S35","NPB_F5_7_G8_S8","NPB_F4_9_E7_S45","NPB_F12_3_G9_S41","NPB_F8_9_E4_S46","NPB_F4_4_H6_S40","NPB_F18_10_F7_S75","NPB_F18_3_G6_S68","NPB_F17_5_E5_S58","NPB_F9_9_A6_S11","NPB_F1_6_F2_S6","NPB_F10_5_A7_S19","NPB_F6_8_D10_S21","NPB_F8_4_H12_S41","NPB_F6_4_H9_S17","NPB_F16_9_E4_S50","NPB_F16_11_G4_S52","NPB_F3_12_D6_S36","NPB_F5_5_E8_S6","NPB_F15_9_A3_S83","NPB_F5_12_D9_S13","NPB_F12_9_E10_S47","NPB_F3_3_C5_S27","NPB_F6_1_E9_S14","NPB_F18_5_A7_S70","NPB_F14_7_C1_S69","NPB_F9_3_C5_S5","NPB_F4_10_F7_S46","NPB_F3_9_A6_S33","NPB_F11_3_C8_S29","NPB_F10_2_F6_S16","NPB_F7_3_C11_S28","NPB_F18_12_H7_S77","NPB_F2_5_A4_S17","NPB_F7_12_D12_S37","NPB_F5_8_H8_S9","NPB_F11_7_G8_S33","NPB_F13_10_B12_S60","NPB_F9_8_H5_S10","NPB_F18_2_F6_S67","NPB_F1_11_C3_S11","NPB_F7_8_H11_S33","NPB_F17_6_F5_S59","NPB_F9_4_D5_S6","NPB_F5_11_C9_S12","NPB_F16_1_E3_S87","NPB_F7_5_E11_S30","NPB_F10_4_H6_S18"
"MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA","Copper resistance","Copper resistance protein","COPA",671,0,0,0,0,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,363,129,0,0,0,0,436,0,205,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,505,0,0,0,428,0,0,0,0,601,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,175,0,180,0,0,69,0,0,0,0,0,0,0,0,0,385,0,442,0,0,0,0,0,0,0,0,0,366,0,258,0,103,127,0,0,0,1061,175,0,0,0,0,0,0,0,0,0,211,0,328,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,105,269,0,2044,0,0,0,0,735,359,249,0,0,0,0,119,0,451,0,0,0,0,0,0,0,0,343,0,0,0,0,0,274,0,0,554,0,0,319,0,0
"MEG_2020|Metals|Copper_resistance|Copper_resistance_protein|COPA","Copper resistance","Copper resistance protein","COPA",1408,118,0,0,0,0,0,140,0,0,0,0,1531,0,0,0,0,0,157,0,0,779,203,0,198,0,0,917,0,284,0,99,0,0,0,0,939,206,0,0,0,0,0,0,0,0,0,759,0,65,0,851,0,0,0,0,1079,0,0,0,0,0,0,0,0,0,335,0,0,0,206,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,790,151,0,0,0,0,275,92,305,112,0,118,0,0,0,0,0,0,0,158,106,700,0,771,0,0,0,0,106,0,0,0,0,584,0,490,81,277,224,0,0,0,2076,273,0,0,0,0,0,0,0,0,0,344,0,555,0,0,0,0,290,149,0,0,183,0,0,0,149,231,0,0,0,0,0,0,79,0,0,1850,178,322,0,4442,0,0,0,0,1207,605,473,0,0,0,210,174,0,881,0,139,0,0,0,0,113,0,481,0,0,0,0,0,550,0,0,811,0,0,710,0,0
"MEG_2024|Metals|Copper_resistance|Copper_resistance_protein|COPA","Copper resistance","Copper resistance protein","COPA",34,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,11,0,0,0,0,0,0,0,0,0,4,0,7,0,0,4,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,71,0,0,0,0,40,7,6,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,15,0,0,0,0,0,17,0,0,19,0,0,12,0,0
"MEG_2025|Metals|Copper_resistance|Copper_resistance_protein|COPA","Copper resistance","Copper resistance protein","COPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,85,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,69,0,0,0,1397,0,0,0,0,88,0,24,0,0,1353,0,0,0,43,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,0,63,65,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,278,0,0,0,0,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2030|Metals|Copper_resistance|Copper_resistance_protein|COPA","Copper resistance","Copper resistance protein","COPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,0,0,0,0,0,0,0,96,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,67,0,0,0,1657,0,0,0,0,116,0,0,0,0,1836,0,0,0,43,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,64,83,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,371,0,0,0,0,3006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2043|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|COPBM","Multi-metal resistance","Multi-metal resistance protein","COPBM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2335,0,0,0,0,0,0,0,214,247,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,101,0,0,0,3231,0,0,0,0,215,0,0,0,0,3344,0,0,0,92,0,1373,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397,0,89,234,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,757,0,0,0,0,5865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2080|Metals|Copper_resistance|Copper_resistance_regulator|COPY","Copper resistance","Copper resistance regulator","COPY",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,28,39,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,9,0,0,0,667,0,0,0,0,40,0,0,0,0,679,0,0,0,15,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,15,45,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,136,0,0,0,0,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2083|Metals|Copper_resistance|Copper_resistance_regulator|COPZ","Copper resistance","Copper resistance regulator","COPZ",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,19,37,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,10,0,0,0,381,0,4,0,0,24,0,6,0,0,419,0,0,0,9,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,8,19,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,63,0,0,0,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA","Multi-metal resistance","Multi-metal resistance protein","CORA",234,0,0,0,0,0,0,22,0,0,0,0,251,0,0,0,0,0,0,0,0,151,33,0,52,0,0,158,0,52,0,0,0,0,0,0,224,29,0,0,0,0,0,0,0,0,0,158,0,0,0,117,0,0,0,0,182,0,0,0,0,0,0,0,0,18,47,0,0,0,50,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,118,26,0,0,0,0,57,0,42,20,0,21,0,0,0,0,0,0,0,0,28,98,0,112,0,0,0,0,16,0,0,0,0,66,0,71,0,35,23,0,0,0,355,46,0,0,0,0,0,0,0,0,0,58,0,97,0,0,0,0,36,0,0,0,34,0,0,0,28,27,0,0,0,0,0,0,0,0,0,363,0,42,0,874,0,0,0,0,244,126,53,0,0,0,0,0,0,152,0,0,0,19,0,0,0,0,103,0,0,0,0,0,85,0,0,176,0,0,122,0,0
"MEG_2086|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA","Multi-metal resistance","Multi-metal resistance protein","CORA",170,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,77,26,0,33,0,0,121,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,103,0,0,0,91,0,0,0,0,111,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,72,0,0,0,0,0,0,0,19,0,0,25,0,0,0,0,0,0,0,0,0,71,0,120,0,0,0,0,0,0,0,0,0,38,0,58,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,46,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,221,0,23,0,571,0,0,0,0,154,62,35,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,59,0,0,0,0,0,60,0,0,116,0,0,74,0,0
"MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA","Multi-metal resistance","Multi-metal resistance protein","CORA",458,25,0,0,0,0,0,36,0,0,0,0,488,0,0,0,0,0,33,0,0,192,57,0,37,0,0,206,0,79,0,0,0,0,0,0,346,40,0,0,0,0,0,0,0,0,0,259,8,12,0,239,0,0,0,0,318,0,0,0,0,0,0,0,0,8,73,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,208,53,0,0,0,0,89,0,52,22,0,49,0,0,0,0,0,0,0,0,40,184,0,208,0,0,0,0,19,0,0,0,0,112,0,112,23,75,50,0,0,0,651,95,0,0,0,0,0,0,0,0,0,88,0,145,0,18,0,0,59,34,0,0,52,0,0,0,35,30,0,0,0,0,0,0,0,0,0,623,38,81,0,1540,0,0,0,0,347,170,104,0,0,0,0,63,0,261,0,0,0,19,0,0,0,0,124,0,0,0,0,0,142,0,0,262,0,0,168,0,0
"MEG_2088|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORB","Multi-metal resistance","Multi-metal resistance protein","CORB",486,32,0,21,0,0,0,31,0,0,0,0,561,0,0,0,0,0,23,0,0,269,52,0,63,0,0,332,0,91,0,19,0,0,0,0,328,56,19,0,0,0,0,0,0,0,0,311,0,0,0,255,0,0,0,0,324,0,0,0,0,0,0,0,0,26,192,0,0,0,47,0,0,0,0,0,0,22,18,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,245,45,0,0,0,0,84,37,75,51,0,44,0,0,0,0,0,0,0,40,0,221,0,242,0,46,0,0,0,0,0,0,0,140,0,215,40,63,53,0,0,0,689,115,0,0,0,0,0,0,0,0,0,144,0,379,0,0,0,0,90,38,0,0,74,0,0,0,30,250,0,0,0,0,0,0,0,0,0,661,85,123,0,1407,0,0,0,0,485,223,111,0,0,0,21,46,0,283,0,0,0,0,0,0,27,0,188,0,0,0,0,0,209,0,0,311,0,0,197,0,0
"MEG_2089|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC","Multi-metal resistance","Multi-metal resistance protein","CORC",112,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,343,0,0,0,0,117,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2090|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC","Multi-metal resistance","Multi-metal resistance protein","CORC",217,0,0,0,0,0,0,27,0,0,0,0,226,0,0,0,0,0,0,0,0,108,0,0,20,0,0,164,0,35,0,0,0,0,0,0,154,48,0,0,0,0,0,0,0,0,0,137,0,0,0,152,0,0,0,0,154,0,0,0,0,0,0,0,0,0,73,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,38,0,0,0,0,56,26,0,0,0,22,0,0,0,0,0,0,0,0,0,145,0,95,29,0,0,0,0,0,0,0,0,120,0,112,18,30,0,0,0,0,318,29,0,0,0,0,0,0,0,0,0,55,0,111,0,0,0,0,0,0,0,0,41,0,0,0,14,0,0,0,0,0,0,0,0,0,0,299,0,54,0,692,0,0,0,0,229,91,58,0,0,0,58,59,0,140,0,0,0,0,0,0,0,0,87,0,0,0,0,0,109,0,0,148,0,0,100,0,0
"MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC","Multi-metal resistance","Multi-metal resistance protein","CORC",248,24,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,120,41,0,21,0,0,115,0,48,0,0,0,0,0,0,194,47,0,0,0,0,0,0,0,0,0,137,0,0,0,133,0,0,0,0,127,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,46,0,33,0,0,30,0,0,0,0,0,0,0,0,0,134,0,100,0,0,0,0,0,0,0,0,0,96,0,77,0,52,0,0,0,0,356,42,0,0,0,0,0,0,0,0,0,37,0,114,0,0,0,0,37,26,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,36,56,0,783,0,0,0,0,247,91,139,0,0,0,0,46,0,176,0,0,0,0,0,0,0,0,77,0,0,0,0,0,107,0,0,140,0,0,124,0,0
"MEG_2092|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD","Multi-metal resistance","Multi-metal resistance protein","CORD",211,19,0,8,0,0,0,0,0,6,0,0,227,0,0,0,0,0,0,0,0,88,28,0,22,0,0,131,0,49,0,8,0,0,0,0,142,21,0,0,0,0,0,0,0,0,0,108,7,0,0,154,0,0,0,0,174,0,0,0,0,0,0,0,0,7,56,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,106,0,0,0,0,0,35,0,26,7,0,15,0,0,0,0,0,0,8,0,23,78,0,99,0,0,0,0,0,0,0,17,0,61,0,73,0,34,23,0,0,0,283,32,0,0,0,0,0,0,0,0,0,42,0,68,0,0,0,0,22,16,0,0,7,0,0,0,14,14,0,0,0,0,0,0,0,0,0,230,24,42,0,650,0,0,0,0,181,77,51,0,0,0,9,24,0,111,0,0,0,0,0,0,0,0,81,0,0,0,0,0,81,0,0,126,0,0,80,0,0
"MEG_2093|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD","Multi-metal resistance","Multi-metal resistance protein","CORD",209,18,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,62,0,0,0,0,0,134,0,32,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,95,0,0,0,106,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,10,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,84,0,82,0,0,0,0,0,0,0,0,0,59,0,62,0,0,37,0,0,0,265,53,0,0,0,0,0,0,0,0,0,41,0,71,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,32,0,508,0,0,0,0,188,77,39,0,0,0,16,28,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,113,0,0,93,0,0
"MEG_2115|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR","Drug and biocide resistance","Drug and biocide RND efflux regulator","CPXAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2116|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR","Drug and biocide resistance","Drug and biocide RND efflux regulator","CPXAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR","Drug and biocide resistance","Drug and biocide RND efflux regulator","CPXAR",114,0,0,0,0,0,0,28,0,12,0,0,0,0,0,0,0,0,0,0,0,73,21,0,0,0,0,90,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,78,0,0,0,55,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,26,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,59,0,58,0,32,0,0,0,0,191,44,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,27,20,0,0,25,0,0,0,44,0,0,0,0,0,0,0,0,0,0,274,0,0,0,534,0,0,0,0,141,57,50,0,0,0,12,0,0,0,0,0,0,18,0,0,17,0,54,0,0,0,0,0,54,0,0,70,0,0,72,0,0
"MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR","Drug and biocide resistance","Drug and biocide RND efflux regulator","CPXAR",0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,181,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,450,0,0,0,263,0,0,0,0,244,0,0,0,0,0,0,0,0,0,180,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,167,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,233,0,99,0,0,0,0,0,0,685,148,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,785,110,0,0,1323,0,0,0,0,485,221,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,182,0,0,291,0,0
